20-09-12-16-31-36,7C:21:0E:3E:68:2F,40/70,-70,Unifi
20-09-12-16-31-36,7C:21:0E:3E:6A:AF,38/70,-72,Unifi
20-09-12-16-31-36,7C:21:0E:3E:6F:AF,41/70,-69,Unifi
20-09-12-16-31-36,7C:21:0E:3E:6F:A0,36/70,-74,Unifi
20-09-12-16-31-36,58:AC:78:D2:7C:40,36/70,-74,Unifi
20-09-12-16-31-36,00:A6:CA:FC:E6:6F,28/70,-82,Unifi
20-09-12-16-31-36,78:72:5D:6F:DE:6F,32/70,-78,Unifi
20-09-12-16-31-36,E8:65:49:53:A5:40,40/70,-70,Unifi
20-09-12-16-31-36,58:AC:78:F4:AA:F0,38/70,-72,Unifi
20-09-12-16-31-36,78:72:5D:77:F2:E0,32/70,-78,Unifi
20-09-12-16-31-36,7C:21:0E:3E:68:20,50/70,-60,Unifi
20-09-12-16-31-36,58:AC:78:DF:EA:2F,24/70,-86,Unifi
20-09-12-16-31-36,78:72:5D:BE:F5:2F,28/70,-82,Unifi
20-09-12-16-31-36,78:72:5D:6F:DE:60,37/70,-73,Unifi
20-09-12-16-31-36,78:72:5D:77:F2:EF,41/70,-69,Unifi
20-09-12-16-31-36,58:AC:78:CC:31:8F,27/70,-83,Unifi
20-09-12-16-31-36,58:AC:78:F4:B7:6F,31/70,-79,Unifi
