20-09-12-16-33-47,7C:21:0E:3E:6A:AF,45/70,-65,Unifi
20-09-12-16-33-47,7C:21:0E:3E:6F:AF,36/70,-74,Unifi
20-09-12-16-33-47,7C:21:0E:3E:68:2F,51/70,-59,Unifi
20-09-12-16-33-47,A0:93:51:8D:CE:AF,43/70,-67,Unifi
20-09-12-16-33-47,78:72:5D:6F:DE:6F,30/70,-80,Unifi
20-09-12-16-33-47,58:AC:78:F4:B7:60,37/70,-73,Unifi
20-09-12-16-33-47,78:72:5D:77:F2:EF,39/70,-71,Unifi
20-09-12-16-33-47,7C:21:0E:3E:68:20,40/70,-70,Unifi
20-09-12-16-33-47,74:88:BB:26:16:2F,26/70,-84,Unifi
20-09-12-16-33-47,A0:93:51:8D:CE:A0,39/70,-71,Unifi
20-09-12-16-33-47,7C:21:0E:3E:6F:A0,32/70,-78,Unifi
20-09-12-16-33-47,70:DF:2F:C0:7C:2F,25/70,-85,Unifi
20-09-12-16-33-47,E8:65:49:53:9E:9F,25/70,-85,Unifi
20-09-12-16-33-47,78:72:5D:BE:F5:2F,26/70,-84,Unifi
20-09-12-16-33-47,70:DF:2F:9E:60:4F,29/70,-81,Unifi
20-09-12-16-33-47,A0:CF:5B:3E:2D:EF,27/70,-83,Unifi
20-09-12-16-33-47,58:AC:78:F4:B7:6F,24/70,-86,Unifi
