20-09-12-16-34-43,7C:21:0E:3E:6A:AF,30/70,-80,Unifi
20-09-12-16-34-43,7C:21:0E:3E:68:2F,31/70,-79,Unifi
20-09-12-16-34-43,A0:93:51:84:01:0F,32/70,-78,Unifi
20-09-12-16-34-43,78:72:5D:77:F2:EF,27/70,-83,Unifi
20-09-12-16-34-43,A0:CF:5B:3D:59:AF,29/70,-81,Unifi
20-09-12-16-34-43,00:2C:C8:B0:3E:CF,27/70,-83,Unifi
20-09-12-16-34-43,A0:CF:5B:3C:13:6F,29/70,-81,Unifi
20-09-12-16-34-43,A0:CF:5B:3D:59:A0,27/70,-83,Unifi
20-09-12-16-34-43,A0:93:51:8D:CE:AF,25/70,-85,Unifi
20-09-12-16-34-43,7C:21:0E:3E:6F:AF,28/70,-82,Unifi
