20-09-12-16-31-58,7C:21:0E:3E:6A:AF,35/70,-75,Unifi
20-09-12-16-31-58,7C:21:0E:3E:6F:AF,31/70,-79,Unifi
20-09-12-16-31-58,58:AC:78:D2:7C:40,38/70,-72,Unifi
20-09-12-16-31-58,78:72:5D:6F:DE:6F,30/70,-80,Unifi
20-09-12-16-31-58,E8:65:49:53:A5:40,28/70,-82,Unifi
20-09-12-16-31-58,58:AC:78:F4:AA:F0,38/70,-72,Unifi
20-09-12-16-31-58,7C:21:0E:3E:68:20,33/70,-77,Unifi
20-09-12-16-31-58,78:72:5D:6F:DE:60,32/70,-78,Unifi
20-09-12-16-31-58,78:72:5D:77:F2:EF,28/70,-82,Unifi
20-09-12-16-31-58,58:AC:78:CC:31:8F,27/70,-83,Unifi
20-09-12-16-31-58,58:AC:78:F4:B7:6F,31/70,-79,Unifi
20-09-12-16-31-58,58:AC:78:DF:EA:20,25/70,-85,Unifi
20-09-12-16-31-58,00:A6:CA:FC:E6:6F,27/70,-83,Unifi
20-09-12-16-31-58,00:2C:C8:01:DC:2F,26/70,-84,Unifi
20-09-12-16-31-58,7C:21:0E:3E:68:2F,41/70,-69,Unifi
20-09-12-16-31-58,7C:21:0E:3E:6F:A0,35/70,-75,Unifi
20-09-12-16-31-58,A0:3D:6F:5F:BF:4F,28/70,-82,Unifi
