20-09-12-16-26-49,7C:21:0E:3E:68:2F,38/70,-72,Unifi
20-09-12-16-26-49,7C:21:0E:3E:6A:AF,37/70,-73,Unifi
20-09-12-16-26-49,7C:21:0E:3E:6F:AF,29/70,-81,Unifi
20-09-12-16-26-49,A0:93:51:84:01:0F,25/70,-85,Unifi
20-09-12-16-26-49,58:AC:78:DF:EA:2F,26/70,-84,Unifi
20-09-12-16-26-49,A0:93:51:8D:CE:AF,38/70,-72,Unifi
20-09-12-16-26-49,78:72:5D:BE:F5:2F,28/70,-82,Unifi
20-09-12-16-26-49,58:AC:78:C5:42:5F,38/70,-72,Unifi
20-09-12-16-26-49,E8:65:49:3E:D0:DF,32/70,-78,Unifi
20-09-12-16-26-49,58:AC:78:DF:EA:20,36/70,-74,Unifi
20-09-12-16-26-49,58:AC:78:A3:8D:3F,34/70,-76,Unifi
20-09-12-16-26-49,00:2C:C8:B0:3E:CF,28/70,-82,Unifi
20-09-12-16-26-49,00:2C:C8:12:51:8F,24/70,-86,Unifi
20-09-12-16-26-49,E8:65:49:53:A5:40,34/70,-76,Unifi
20-09-12-16-26-49,58:AC:78:F4:AA:FF,29/70,-81,Unifi
20-09-12-16-26-49,58:AC:78:A3:8B:7F,40/70,-70,Unifi
20-09-12-16-26-49,78:72:5D:6F:DE:6F,26/70,-84,Unifi
