20-09-12-16-03-23,A0:CF:5B:3D:5F:90,37/70,-73,Unifi
20-09-12-16-03-23,38:ED:18:D0:EF:60,28/70,-82,Unifi
20-09-12-16-03-23,70:DF:2F:9C:47:4F,26/70,-84,Unifi
20-09-12-16-03-23,10:BD:18:F0:C8:AF,34/70,-76,Unifi
20-09-12-16-03-23,A0:CF:5B:3D:83:7F,31/70,-79,Unifi
20-09-12-16-03-23,10:BD:18:C7:29:E0,27/70,-83,Unifi
20-09-12-16-03-23,A0:CF:5B:3E:17:50,34/70,-76,Unifi
20-09-12-16-03-23,A0:CF:5B:3F:69:30,29/70,-81,Unifi
20-09-12-16-03-23,10:BD:18:C7:27:50,34/70,-76,Unifi
20-09-12-16-03-23,5C:50:15:E7:EA:3F,26/70,-84,Unifi
20-09-12-16-03-23,10:BD:18:F0:CA:B0,34/70,-76,Unifi
20-09-12-16-03-23,10:BD:18:C7:27:5F,29/70,-81,Unifi
