20-09-12-15-54-30,A0:CF:5B:3F:69:30,30/70,-80,Unifi
20-09-12-15-54-30,38:ED:18:D0:EF:6F,27/70,-83,Unifi
20-09-12-15-54-30,10:BD:18:F0:C8:AF,26/70,-84,Unifi
20-09-12-15-54-52,38:ED:18:D0:EF:6F,27/70,-83,Unifi
20-09-12-15-54-52,10:BD:18:F0:C8:AF,28/70,-82,Unifi
20-09-12-15-54-52,10:BD:18:C7:27:50,23/70,-87,Unifi
20-09-12-15-54-52,10:BD:18:C7:27:5F,25/70,-85,Unifi
20-09-12-15-54-52,70:DF:2F:9C:47:4F,29/70,-81,Unifi
20-09-12-15-54-52,38:ED:18:D0:EF:60,28/70,-82,Unifi
20-09-12-15-55-03,10:BD:18:F0:C8:AF,28/70,-82,Unifi
20-09-12-15-55-03,10:BD:18:C7:27:50,23/70,-87,Unifi
20-09-12-15-55-03,10:BD:18:C7:27:5F,25/70,-85,Unifi
20-09-12-15-55-03,70:DF:2F:9C:47:4F,28/70,-82,Unifi
20-09-12-15-55-03,38:ED:18:D0:EF:60,28/70,-82,Unifi
20-09-12-15-55-03,A0:CF:5B:3E:17:50,29/70,-81,Unifi
20-09-12-15-55-03,10:BD:18:F0:CA:BF,27/70,-83,Unifi
20-09-12-15-55-16,10:BD:18:C7:27:50,45/70,-65,Unifi
20-09-12-15-55-16,10:BD:18:C7:27:5F,35/70,-75,Unifi
20-09-12-15-55-16,70:DF:2F:9C:47:4F,23/70,-87,Unifi
20-09-12-15-55-16,A0:CF:5B:3E:17:50,42/70,-68,Unifi
20-09-12-15-55-16,10:BD:18:F0:CA:BF,32/70,-78,Unifi
20-09-12-15-55-16,10:BD:18:F0:CA:B0,32/70,-78,Unifi
20-09-12-15-55-16,10:BD:18:C7:29:EF,29/70,-81,Unifi
20-09-12-15-55-16,A0:CF:5B:3D:83:7F,29/70,-81,Unifi
20-09-12-15-55-27,10:BD:18:C7:27:50,34/70,-76,Unifi
20-09-12-15-55-27,10:BD:18:C7:27:5F,33/70,-77,Unifi
20-09-12-15-55-27,A0:CF:5B:3E:17:50,34/70,-76,Unifi
20-09-12-15-55-27,10:BD:18:F0:CA:BF,28/70,-82,Unifi
20-09-12-15-55-27,10:BD:18:F0:CA:B0,28/70,-82,Unifi
20-09-12-15-55-27,10:BD:18:C7:29:EF,31/70,-79,Unifi
20-09-12-15-55-27,A0:CF:5B:3D:83:7F,29/70,-81,Unifi
20-09-12-15-55-27,10:BD:18:F0:C8:AF,27/70,-83,Unifi
20-09-12-15-55-27,5C:50:15:E7:EA:30,25/70,-85,Unifi
20-09-12-15-55-39,10:BD:18:C7:27:50,28/70,-82,Unifi
20-09-12-15-55-39,10:BD:18:C7:27:5F,31/70,-79,Unifi
20-09-12-15-55-39,A0:CF:5B:3E:17:50,34/70,-76,Unifi
