20-09-12-16-00-08,A0:CF:5B:3F:69:30,30/70,-80,Unifi
20-09-12-16-00-08,70:DF:2F:9C:47:40,29/70,-81,Unifi
20-09-12-16-00-08,A0:CF:5B:3D:7F:D0,36/70,-74,Unifi
20-09-12-16-00-08,38:ED:18:D0:EF:60,32/70,-78,Unifi
20-09-12-16-00-08,10:BD:18:F0:C8:AF,26/70,-84,Unifi
20-09-12-16-00-08,10:BD:18:C7:27:50,26/70,-84,Unifi
20-09-12-16-00-08,10:BD:18:F0:CA:B0,30/70,-80,Unifi
20-09-12-16-00-08,10:BD:18:F0:CA:BF,30/70,-80,Unifi
20-09-12-16-00-08,10:BD:18:C7:27:5F,33/70,-77,Unifi
20-09-12-16-00-08,A0:CF:5B:3E:17:50,34/70,-76,Unifi
20-09-12-16-00-08,10:BD:18:C7:29:E0,24/70,-86,Unifi
