20-09-12-16-04-11,A0:CF:5B:3D:5F:90,37/70,-73,Unifi
20-09-12-16-04-11,10:BD:18:C7:29:E0,27/70,-83,Unifi
20-09-12-16-04-11,A0:CF:5B:3E:17:50,31/70,-79,Unifi
20-09-12-16-04-11,A0:CF:5B:3F:69:30,34/70,-76,Unifi
20-09-12-16-04-11,10:BD:18:C7:27:50,39/70,-71,Unifi
20-09-12-16-04-11,10:BD:18:F0:CA:B0,41/70,-69,Unifi
20-09-12-16-04-11,10:BD:18:C7:27:5F,31/70,-79,Unifi
20-09-12-16-04-11,10:BD:18:F0:CA:BF,32/70,-78,Unifi
20-09-12-16-04-11,A0:CF:5B:3F:88:EF,28/70,-82,Unifi
20-09-12-16-04-11,10:BD:18:F0:C8:AF,24/70,-86,Unifi
20-09-12-16-04-11,A0:CF:5B:3E:16:B0,29/70,-81,Unifi
20-09-12-16-04-11,A0:CF:5B:3D:83:70,29/70,-81,Unifi
20-09-12-16-04-11,A0:CF:5B:3D:7F:90,29/70,-81,Unifi
20-09-12-16-04-11,A0:CF:5B:3F:87:E0,33/70,-77,Unifi
20-09-12-16-04-11,A0:CF:5B:3D:70:30,32/70,-78,Unifi
20-09-12-16-04-11,10:BD:18:C7:29:EF,28/70,-82,Unifi
