20-09-12-15-49-18,A0:CF:5B:3D:5F:90,37/70,-73,Unifi
20-09-12-15-49-18,A0:CF:5B:3D:5F:9F,29/70,-81,Unifi
20-09-12-15-49-18,40:CE:24:C4:DB:2F,30/70,-80,Unifi
20-09-12-15-49-18,40:CE:24:C4:DB:20,33/70,-77,Unifi
20-09-12-15-49-18,A0:CF:5B:3E:16:B0,29/70,-81,Unifi
20-09-12-15-49-18,A0:CF:5B:3F:69:30,45/70,-65,Unifi
20-09-12-15-49-18,40:CE:24:85:C4:0F,32/70,-78,Unifi
20-09-12-15-49-18,A0:CF:5B:3F:87:E0,33/70,-77,Unifi
20-09-12-15-49-18,A0:CF:5B:3E:16:BF,38/70,-72,Unifi
20-09-12-15-49-18,A0:CF:5B:3F:69:3F,36/70,-74,Unifi
20-09-12-15-49-18,70:DF:2F:9C:47:4F,24/70,-86,Unifi
