lat,lon,time,bssid,quality,rssi,essid
-31.979259,115.818381,20-09-15-17-35-03,7C:21:0E:3E:6A:CF,27/70,-83,Unifi
-31.979259,115.818381,20-09-15-17-35-03,A0:CF:5B:3C:28:A0,43/70,-67,Unifi
-31.979259,115.818381,20-09-15-17-35-03,A0:CF:5B:3C:28:AF,32/70,-78,Unifi
-31.979259,115.818328,20-09-15-17-36-28,7C:21:0E:3E:6A:CF,28/70,-82,Unifi
-31.979259,115.818328,20-09-15-17-36-28,7C:21:0E:3E:6A:6F,30/70,-80,Unifi
-31.979259,115.818328,20-09-15-17-36-28,A0:CF:5B:3C:28:AF,28/70,-82,Unifi
-31.979259,115.818275,20-09-15-17-36-42,7C:21:0E:3E:6A:CF,28/70,-82,Unifi
-31.979259,115.818275,20-09-15-17-36-42,7C:21:0E:3E:6A:6F,30/70,-80,Unifi
-31.979259,115.818275,20-09-15-17-36-42,A0:CF:5B:3C:28:AF,29/70,-81,Unifi
-31.979259,115.818275,20-09-15-17-36-42,A0:CF:5B:3C:28:A0,29/70,-81,Unifi
-31.979259,115.818275,20-09-15-17-36-42,58:AC:78:F4:B2:EF,44/70,-66,Unifi
-31.979259,115.818222,20-09-15-17-36-54,A0:CF:5B:3C:28:AF,30/70,-80,Unifi
-31.979259,115.818222,20-09-15-17-36-54,A0:CF:5B:3C:28:A0,29/70,-81,Unifi
-31.979259,115.818222,20-09-15-17-36-54,58:AC:78:F4:B2:EF,40/70,-70,Unifi
-31.979259,115.818169,20-09-15-17-37-02,A0:CF:5B:3C:28:AF,33/70,-77,Unifi
-31.979259,115.818169,20-09-15-17-37-02,A0:CF:5B:3C:28:A0,29/70,-81,Unifi
-31.979259,115.818169,20-09-15-17-37-02,58:AC:78:F4:B2:EF,41/70,-69,Unifi
-31.979259,115.818169,20-09-15-17-37-02,7C:21:0E:3E:6A:CF,33/70,-77,Unifi
-31.979259,115.818169,20-09-15-17-37-02,7C:21:0E:3E:6A:6F,32/70,-78,Unifi
-31.979259,115.818116,20-09-15-17-37-15,A0:CF:5B:3C:28:AF,34/70,-76,Unifi
-31.979259,115.818116,20-09-15-17-37-15,58:AC:78:F4:B2:EF,47/70,-63,Unifi
-31.979259,115.818116,20-09-15-17-37-15,7C:21:0E:3E:6A:CF,36/70,-74,Unifi
-31.979259,115.818116,20-09-15-17-37-15,7C:21:0E:3E:6A:6F,32/70,-78,Unifi
-31.979259,115.818116,20-09-15-17-37-15,00:2A:10:8F:E0:0F,27/70,-83,Unifi
-31.979259,115.818116,20-09-15-17-37-15,58:AC:78:CC:31:1F,36/70,-74,Unifi
-31.979259,115.818116,20-09-15-17-37-15,00:2A:10:8F:E0:00,35/70,-75,Unifi
-31.979259,115.818063,20-09-15-17-37-23,A0:CF:5B:3C:28:AF,31/70,-79,Unifi
-31.979259,115.818063,20-09-15-17-37-23,58:AC:78:F4:B2:EF,41/70,-69,Unifi
-31.979259,115.818063,20-09-15-17-37-23,7C:21:0E:3E:6A:CF,39/70,-71,Unifi
-31.979259,115.818063,20-09-15-17-37-23,7C:21:0E:3E:6A:6F,29/70,-81,Unifi
-31.979259,115.818063,20-09-15-17-37-23,00:2A:10:8F:E0:0F,23/70,-87,Unifi
