20-09-15-17-27-25,7C:21:0E:3E:6A:6F,67/70,-43,Unifi
20-09-15-17-27-25,40:CE:24:E2:E2:0F,34/70,-76,Unifi
20-09-15-17-27-25,A0:CF:5B:3D:5F:4F,37/70,-73,Unifi
20-09-15-17-27-25,A0:CF:5B:3D:5F:0F,34/70,-76,Unifi
20-09-15-17-27-25,A0:CF:5B:3D:5F:40,33/70,-77,Unifi
20-09-15-17-27-25,A0:CF:5B:3F:88:D0,38/70,-72,Unifi
20-09-15-17-27-25,A0:CF:5B:3F:88:DF,34/70,-76,Unifi
20-09-15-17-27-25,7C:21:0E:3E:68:AF,33/70,-77,Unifi
20-09-15-17-27-25,A0:CF:5B:3E:3B:20,38/70,-72,Unifi
20-09-15-17-27-25,A0:CF:5B:3E:3B:2F,33/70,-77,Unifi
