lat,lon,time,bssid,quality,rssi,essid
-31.980973,115.818735,20-09-15-17-23-26,7C:21:0E:3E:6A:6F,38/70,-72,Unifi
-31.980973,115.818735,20-09-15-17-23-26,10:BD:18:5E:A6:E0,31/70,-79,Unifi
-31.980928,115.818735,20-09-15-17-23-35,7C:21:0E:3E:6A:6F,38/70,-72,Unifi
-31.980928,115.818735,20-09-15-17-23-35,A0:CF:5B:3C:2E:BF,29/70,-81,Unifi
-31.980883,115.818735,20-09-15-17-23-43,7C:21:0E:3E:6A:6F,41/70,-69,Unifi
-31.980883,115.818735,20-09-15-17-23-43,A0:CF:5B:3C:2E:BF,29/70,-81,Unifi
-31.980838,115.818735,20-09-15-17-24-08,7C:21:0E:3E:6A:6F,46/70,-64,Unifi
-31.980793,115.818735,20-09-15-17-24-19,7C:21:0E:3E:6A:6F,51/70,-59,Unifi
-31.980793,115.818735,20-09-15-17-24-19,10:BD:18:5E:A6:E0,30/70,-80,Unifi
-31.980748,115.818735,20-09-15-17-24-28,7C:21:0E:3E:6A:6F,50/70,-60,Unifi
-31.980748,115.818735,20-09-15-17-24-28,10:BD:18:5E:A6:E0,30/70,-80,Unifi
-31.980748,115.818735,20-09-15-17-24-28,A0:CF:5B:3C:2E:B0,31/70,-79,Unifi
-31.980703,115.818735,20-09-15-17-24-39,7C:21:0E:3E:6A:6F,44/70,-66,Unifi
-31.980703,115.818735,20-09-15-17-24-39,10:BD:18:5E:A6:E0,30/70,-80,Unifi
-31.980703,115.818735,20-09-15-17-24-39,A0:CF:5B:3C:2E:B0,31/70,-79,Unifi
-31.980703,115.818735,20-09-15-17-24-39,E8:65:49:48:82:2F,26/70,-84,Unifi
-31.980658,115.818735,20-09-15-17-25-07,7C:21:0E:3E:6A:6F,62/70,-48,Unifi
-31.980658,115.818735,20-09-15-17-25-07,E8:65:49:48:82:2F,26/70,-84,Unifi
-31.980658,115.818735,20-09-15-17-25-07,40:CE:24:E2:E2:0F,26/70,-84,Unifi
-31.980613,115.818735,20-09-15-17-25-16,7C:21:0E:3E:6A:6F,64/70,-46,Unifi
-31.980613,115.818735,20-09-15-17-25-16,40:CE:24:E2:E2:0F,32/70,-78,Unifi
-31.980568,115.818735,20-09-15-17-25-24,7C:21:0E:3E:6A:6F,67/70,-43,Unifi
-31.980568,115.818735,20-09-15-17-25-24,40:CE:24:E2:E2:0F,27/70,-83,Unifi
-31.980523,115.818735,20-09-15-17-25-36,7C:21:0E:3E:6A:6F,66/70,-44,Unifi
-31.980523,115.818735,20-09-15-17-25-36,40:CE:24:E2:E2:0F,28/70,-82,Unifi
-31.980523,115.818735,20-09-15-17-25-36,A0:CF:5B:3D:5F:4F,27/70,-83,Unifi
-31.980523,115.818735,20-09-15-17-25-36,00:2A:10:8C:EF:6F,25/70,-85,Unifi
-31.980478,115.818735,20-09-15-17-25-48,7C:21:0E:3E:6A:6F,66/70,-44,Unifi
-31.980478,115.818735,20-09-15-17-25-48,40:CE:24:E2:E2:0F,34/70,-76,Unifi
-31.980478,115.818735,20-09-15-17-25-48,A0:CF:5B:3D:5F:4F,27/70,-83,Unifi
-31.980478,115.818735,20-09-15-17-25-48,00:2A:10:8C:EF:6F,25/70,-85,Unifi
-31.980433,115.818735,20-09-15-17-25-59,7C:21:0E:3E:6A:6F,70/70,-40,Unifi
-31.980433,115.818735,20-09-15-17-25-59,40:CE:24:E2:E2:0F,30/70,-80,Unifi
-31.980433,115.818735,20-09-15-17-25-59,A0:CF:5B:3D:5F:4F,37/70,-73,Unifi
-31.980433,115.818735,20-09-15-17-25-59,00:2A:10:8C:EF:6F,25/70,-85,Unifi
-31.980388,115.818735,20-09-15-17-26-26,7C:21:0E:3E:6A:6F,58/70,-52,Unifi
-31.980388,115.818735,20-09-15-17-26-26,40:CE:24:E2:E2:0F,34/70,-76,Unifi
-31.980388,115.818735,20-09-15-17-26-26,A0:CF:5B:3D:5F:4F,36/70,-74,Unifi
-31.980388,115.818735,20-09-15-17-26-26,A0:CF:5B:3F:88:DF,32/70,-78,Unifi
-31.980343,115.818735,20-09-15-17-26-40,7C:21:0E:3E:6A:6F,59/70,-51,Unifi
-31.980343,115.818735,20-09-15-17-26-40,40:CE:24:E2:E2:0F,32/70,-78,Unifi
-31.980343,115.818735,20-09-15-17-26-40,A0:CF:5B:3D:5F:4F,31/70,-79,Unifi
-31.980343,115.818735,20-09-15-17-26-40,A0:CF:5B:3F:88:DF,32/70,-78,Unifi
-31.980343,115.818735,20-09-15-17-26-40,7C:21:0E:3E:68:A0,31/70,-79,Unifi
-31.980343,115.818735,20-09-15-17-26-40,A0:CF:5B:3D:5F:0F,31/70,-79,Unifi
-31.980298,115.818735,20-09-15-17-26-49,7C:21:0E:3E:6A:6F,59/70,-51,Unifi
-31.980298,115.818735,20-09-15-17-26-49,40:CE:24:E2:E2:0F,32/70,-78,Unifi
-31.980298,115.818735,20-09-15-17-26-49,A0:CF:5B:3D:5F:4F,31/70,-79,Unifi
-31.980298,115.818735,20-09-15-17-26-49,A0:CF:5B:3F:88:DF,32/70,-78,Unifi
-31.980298,115.818735,20-09-15-17-26-49,7C:21:0E:3E:68:A0,31/70,-79,Unifi
-31.980298,115.818735,20-09-15-17-26-49,A0:CF:5B:3D:5F:0F,31/70,-79,Unifi
-31.980253,115.818735,20-09-15-17-27-00,7C:21:0E:3E:6A:6F,68/70,-42,Unifi
-31.980253,115.818735,20-09-15-17-27-00,40:CE:24:E2:E2:0F,34/70,-76,Unifi
-31.980253,115.818735,20-09-15-17-27-00,A0:CF:5B:3D:5F:4F,46/70,-64,Unifi
-31.980253,115.818735,20-09-15-17-27-00,7C:21:0E:3E:68:A0,31/70,-79,Unifi
-31.980253,115.818735,20-09-15-17-27-00,A0:CF:5B:3D:5F:0F,34/70,-76,Unifi
-31.980253,115.818735,20-09-15-17-27-00,A0:CF:5B:3D:5F:40,33/70,-77,Unifi
-31.980253,115.818735,20-09-15-17-27-00,A0:CF:5B:3F:88:D0,38/70,-72,Unifi
-31.980253,115.818735,20-09-15-17-27-00,A0:CF:5B:3F:88:DF,46/70,-64,Unifi
-31.980208,115.818735,20-09-15-17-27-16,7C:21:0E:3E:6A:6F,49/70,-61,Unifi
-31.980208,115.818735,20-09-15-17-27-16,40:CE:24:E2:E2:0F,27/70,-83,Unifi
-31.980208,115.818735,20-09-15-17-27-16,A0:CF:5B:3D:5F:4F,46/70,-64,Unifi
-31.980208,115.818735,20-09-15-17-27-16,A0:CF:5B:3D:5F:0F,34/70,-76,Unifi
-31.980208,115.818735,20-09-15-17-27-16,A0:CF:5B:3D:5F:40,33/70,-77,Unifi
-31.980208,115.818735,20-09-15-17-27-16,A0:CF:5B:3F:88:D0,38/70,-72,Unifi
-31.980208,115.818735,20-09-15-17-27-16,A0:CF:5B:3F:88:DF,46/70,-64,Unifi
-31.980208,115.818735,20-09-15-17-27-16,7C:21:0E:3E:68:AF,33/70,-77,Unifi
-31.980163,115.818735,20-09-15-17-27-25,7C:21:0E:3E:6A:6F,67/70,-43,Unifi
-31.980163,115.818735,20-09-15-17-27-25,40:CE:24:E2:E2:0F,34/70,-76,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3D:5F:4F,37/70,-73,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3D:5F:0F,34/70,-76,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3D:5F:40,33/70,-77,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3F:88:D0,38/70,-72,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3F:88:DF,34/70,-76,Unifi
-31.980163,115.818735,20-09-15-17-27-25,7C:21:0E:3E:68:AF,33/70,-77,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3E:3B:20,38/70,-72,Unifi
-31.980163,115.818735,20-09-15-17-27-25,A0:CF:5B:3E:3B:2F,33/70,-77,Unifi
-31.980118,115.818735,20-09-15-17-28-01,7C:21:0E:3E:6A:6F,46/70,-64,Unifi
-31.980118,115.818735,20-09-15-17-28-01,A0:CF:5B:3F:85:00,29/70,-81,Unifi
-31.980118,115.818735,20-09-15-17-28-01,A0:CF:5B:3E:3B:20,32/70,-78,Unifi
-31.980118,115.818735,20-09-15-17-28-01,2C:33:11:74:69:6F,29/70,-81,Unifi
-31.980118,115.818735,20-09-15-17-28-01,A0:CF:5B:3F:85:0F,28/70,-82,Unifi
-31.980073,115.818735,20-09-15-17-28-17,7C:21:0E:3E:6A:6F,64/70,-46,Unifi
-31.980073,115.818735,20-09-15-17-28-17,A0:CF:5B:3F:85:00,29/70,-81,Unifi
-31.980073,115.818735,20-09-15-17-28-17,A0:CF:5B:3E:3B:20,32/70,-78,Unifi
-31.980073,115.818735,20-09-15-17-28-17,2C:33:11:74:69:6F,25/70,-85,Unifi
-31.980073,115.818735,20-09-15-17-28-17,A0:CF:5B:3F:85:0F,28/70,-82,Unifi
-31.980073,115.818735,20-09-15-17-28-17,A0:CF:5B:3C:41:CF,36/70,-74,Unifi
-31.980073,115.818735,20-09-15-17-28-17,70:DF:2F:C0:7E:6F,26/70,-84,Unifi
-31.980073,115.818735,20-09-15-17-28-17,40:CE:24:E2:E2:0F,27/70,-83,Unifi
-31.980073,115.818735,20-09-15-17-28-17,A0:CF:5B:3F:8A:6F,34/70,-76,Unifi
-31.980073,115.818735,20-09-15-17-28-17,7C:21:0E:3E:68:AF,29/70,-81,Unifi
-31.980028,115.818735,20-09-15-17-28-32,7C:21:0E:3E:6A:6F,49/70,-61,Unifi
-31.980028,115.818735,20-09-15-17-28-32,2C:33:11:74:69:6F,25/70,-85,Unifi
-31.980028,115.818735,20-09-15-17-28-32,A0:CF:5B:3C:41:CF,36/70,-74,Unifi
-31.980028,115.818735,20-09-15-17-28-32,70:DF:2F:C0:7E:6F,26/70,-84,Unifi
-31.980028,115.818735,20-09-15-17-28-32,40:CE:24:E2:E2:0F,27/70,-83,Unifi
-31.980028,115.818735,20-09-15-17-28-32,A0:CF:5B:3F:8A:6F,34/70,-76,Unifi
-31.980028,115.818735,20-09-15-17-28-32,7C:21:0E:3E:68:AF,40/70,-70,Unifi
-31.979983,115.818735,20-09-15-17-28-44,7C:21:0E:3E:6A:6F,59/70,-51,Unifi
-31.979983,115.818735,20-09-15-17-28-44,2C:33:11:74:69:6F,25/70,-85,Unifi
-31.979983,115.818735,20-09-15-17-28-44,A0:CF:5B:3C:41:CF,36/70,-74,Unifi
-31.979983,115.818735,20-09-15-17-28-44,70:DF:2F:C0:7E:6F,26/70,-84,Unifi
-31.979983,115.818735,20-09-15-17-28-44,40:CE:24:E2:E2:0F,27/70,-83,Unifi
-31.979983,115.818735,20-09-15-17-28-44,A0:CF:5B:3F:8A:6F,34/70,-76,Unifi
-31.979983,115.818735,20-09-15-17-28-44,7C:21:0E:3E:68:AF,48/70,-62,Unifi
