lat,lon,time,bssid,quality,rssi,essid
-31.97709,115.818257,20-09-15-18-00-24,A0:CF:5B:3C:2E:6F,28/70,-82,Unifi
-31.97709,115.818257,20-09-15-18-00-24,E8:65:49:33:06:FF,29/70,-81,Unifi
-31.97709,115.818257,20-09-15-18-00-24,E8:65:49:53:9D:CF,24/70,-86,Unifi
-31.97718,115.818257,20-09-15-18-01-28,A0:CF:5B:3C:2E:60,30/70,-80,Unifi
-31.97718,115.818257,20-09-15-18-01-28,7C:21:0E:3E:6F:AF,27/70,-83,Unifi
-31.977225,115.818257,20-09-15-18-01-39,7C:21:0E:3E:6F:AF,27/70,-83,Unifi
-31.97727,115.818257,20-09-15-18-01-50,2C:33:11:5D:90:2F,24/70,-86,Unifi
-31.977315,115.818257,20-09-15-18-02-02,2C:33:11:5D:90:2F,24/70,-86,Unifi
-31.977315,115.818257,20-09-15-18-02-02,A0:CF:5B:3C:2E:6F,34/70,-76,Unifi
-31.977315,115.818257,20-09-15-18-02-02,7C:21:0E:3E:6F:AF,28/70,-82,Unifi
-31.97736,115.818257,20-09-15-18-02-12,2C:33:11:5D:90:2F,24/70,-86,Unifi
-31.97736,115.818257,20-09-15-18-02-12,A0:CF:5B:3C:2E:6F,34/70,-76,Unifi
-31.97736,115.818257,20-09-15-18-02-12,7C:21:0E:3E:6F:AF,33/70,-77,Unifi
-31.97736,115.818257,20-09-15-18-02-12,A0:CF:5B:3F:85:F0,36/70,-74,Unifi
-31.97736,115.818257,20-09-15-18-02-12,A0:CF:5B:3F:85:FF,28/70,-82,Unifi
-31.977405,115.818257,20-09-15-18-03-12,A0:CF:5B:3F:85:FF,34/70,-76,Unifi
-31.977405,115.818257,20-09-15-18-03-12,00:A2:EE:F5:9C:CF,26/70,-84,Unifi
-31.977405,115.818257,20-09-15-18-03-12,A0:CF:5B:3C:2E:6F,36/70,-74,Unifi
-31.977405,115.818257,20-09-15-18-03-12,00:A2:EE:F5:9C:C0,25/70,-85,Unifi
