20-09-15-15-33-13,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
20-09-15-15-33-13,10:BD:18:C7:27:7F,26/70,-84,Unifi
20-09-15-15-33-13,A0:CF:5B:3C:35:9F,45/70,-65,Unifi
20-09-15-15-33-13,10:BD:18:C6:D6:7F,25/70,-85,Unifi
20-09-15-15-33-13,A0:CF:5B:3E:18:70,39/70,-71,Unifi
20-09-15-15-33-13,10:BD:18:5E:A6:E0,47/70,-63,Unifi
20-09-15-15-33-13,A0:CF:5B:3C:35:90,37/70,-73,Unifi
20-09-15-15-33-13,A0:CF:5B:3F:8B:DF,24/70,-86,Unifi
20-09-15-15-33-13,10:BD:18:F1:01:2F,37/70,-73,Unifi
20-09-15-15-33-13,7C:21:0E:3E:6A:6F,38/70,-72,Unifi
20-09-15-15-33-13,10:BD:18:C7:27:70,29/70,-81,Unifi
20-09-15-15-33-13,A0:CF:5B:3F:8B:D0,29/70,-81,Unifi
20-09-15-15-33-13,A0:CF:5B:3E:26:F0,36/70,-74,Unifi
