lat,lon,time,bssid,quality,rssi,essid
-31.979718,115.817182,20-09-15-15-22-56,74:88:BB:86:37:4F,31/70,-79,Unifi
-31.979718,115.817182,20-09-15-15-22-56,A0:CF:5B:3F:85:0F,28/70,-82,Unifi
-31.979763,115.817182,20-09-15-15-23-16,00:2A:10:8F:E1:CF,27/70,-83,Unifi
-31.979763,115.817182,20-09-15-15-23-16,7C:21:0E:3E:6A:6F,27/70,-83,Unifi
-31.979763,115.817182,20-09-15-15-23-16,00:2C:C8:42:AF:CF,25/70,-85,Unifi
-31.979763,115.817182,20-09-15-15-23-16,00:2C:C8:42:AF:8F,30/70,-80,Unifi
-31.979808,115.817182,20-09-15-15-23-27,00:2A:10:8F:E1:CF,31/70,-79,Unifi
-31.979808,115.817182,20-09-15-15-23-27,7C:21:0E:3E:6A:6F,29/70,-81,Unifi
-31.979808,115.817182,20-09-15-15-23-27,00:2C:C8:42:AF:CF,25/70,-85,Unifi
-31.979808,115.817182,20-09-15-15-23-27,00:2C:C8:42:AF:8F,30/70,-80,Unifi
-31.979853,115.817182,20-09-15-15-24-22,7C:21:0E:3E:6A:6F,36/70,-74,Unifi
-31.979853,115.817182,20-09-15-15-24-22,10:B3:D5:DC:6D:CF,26/70,-84,Unifi
-31.979853,115.817182,20-09-15-15-24-22,00:2C:C8:42:AF:8F,30/70,-80,Unifi
-31.979898,115.817182,20-09-15-15-24-39,7C:21:0E:3E:6A:6F,36/70,-74,Unifi
-31.979898,115.817182,20-09-15-15-24-39,10:B3:D5:DC:6D:CF,26/70,-84,Unifi
-31.979898,115.817182,20-09-15-15-24-39,00:2C:C8:42:AF:8F,29/70,-81,Unifi
-31.979898,115.817182,20-09-15-15-24-39,00:2A:10:8F:E1:CF,26/70,-84,Unifi
-31.979898,115.817182,20-09-15-15-24-39,00:2A:10:8F:F6:EF,26/70,-84,Unifi
-31.979943,115.817182,20-09-15-15-24-50,7C:21:0E:3E:6A:6F,27/70,-83,Unifi
-31.979943,115.817182,20-09-15-15-24-50,00:2C:C8:42:AF:8F,29/70,-81,Unifi
-31.979943,115.817182,20-09-15-15-24-50,00:2A:10:8F:E1:CF,24/70,-86,Unifi
-31.979943,115.817182,20-09-15-15-24-50,00:2A:10:8F:F6:EF,26/70,-84,Unifi
-31.979943,115.817182,20-09-15-15-24-50,A0:CF:5B:3D:7C:10,35/70,-75,Unifi
-31.979943,115.817182,20-09-15-15-24-50,A0:CF:5B:3D:7C:1F,39/70,-71,Unifi
-31.979943,115.817182,20-09-15-15-24-50,A0:3D:6F:76:59:CF,23/70,-87,Unifi
-31.979943,115.817182,20-09-15-15-24-50,7C:21:0E:3E:68:AF,27/70,-83,Unifi
-31.979988,115.817182,20-09-15-15-26-22,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980033,115.817182,20-09-15-15-26-34,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980033,115.817182,20-09-15-15-26-34,7C:21:0E:3E:68:AF,26/70,-84,Unifi
-31.980078,115.817182,20-09-15-15-26-43,7C:21:0E:3E:6A:6F,33/70,-77,Unifi
-31.980078,115.817182,20-09-15-15-26-43,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980123,115.817182,20-09-15-15-26-52,7C:21:0E:3E:6A:6F,38/70,-72,Unifi
-31.980123,115.817182,20-09-15-15-26-52,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980168,115.817182,20-09-15-15-27-03,7C:21:0E:3E:6A:6F,37/70,-73,Unifi
-31.980168,115.817182,20-09-15-15-27-03,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980213,115.817182,20-09-15-15-27-15,7C:21:0E:3E:6A:6F,36/70,-74,Unifi
-31.980213,115.817182,20-09-15-15-27-15,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980213,115.817182,20-09-15-15-27-15,A0:CF:5B:3D:5F:4F,26/70,-84,Unifi
-31.980258,115.817182,20-09-15-15-27-40,7C:21:0E:3E:6A:6F,36/70,-74,Unifi
-31.980258,115.817182,20-09-15-15-27-40,7C:21:0E:3E:68:AF,28/70,-82,Unifi
-31.980258,115.817182,20-09-15-15-27-40,A0:CF:5B:3D:5F:4F,26/70,-84,Unifi
-31.980258,115.817182,20-09-15-15-27-40,08:EC:F5:B9:28:4F,30/70,-80,Unifi
-31.980258,115.817182,20-09-15-15-27-40,A0:CF:5B:3D:5F:0F,30/70,-80,Unifi
-31.980258,115.817182,20-09-15-15-27-40,40:CE:24:E2:E2:0F,29/70,-81,Unifi
-31.980303,115.817182,20-09-15-15-27-51,7C:21:0E:3E:6A:6F,41/70,-69,Unifi
-31.980303,115.817182,20-09-15-15-27-51,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980303,115.817182,20-09-15-15-27-51,08:EC:F5:B9:28:4F,30/70,-80,Unifi
-31.980303,115.817182,20-09-15-15-27-51,A0:CF:5B:3D:5F:0F,30/70,-80,Unifi
-31.980303,115.817182,20-09-15-15-27-51,40:CE:24:E2:E2:0F,29/70,-81,Unifi
-31.980348,115.817182,20-09-15-15-28-16,7C:21:0E:3E:6A:6F,32/70,-78,Unifi
-31.980348,115.817182,20-09-15-15-28-16,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980348,115.817182,20-09-15-15-28-16,40:CE:24:E2:E2:0F,29/70,-81,Unifi
-31.980348,115.817182,20-09-15-15-28-16,A0:CF:5B:3C:41:CF,27/70,-83,Unifi
-31.980393,115.817182,20-09-15-15-28-26,7C:21:0E:3E:6A:6F,36/70,-74,Unifi
-31.980393,115.817182,20-09-15-15-28-26,7C:21:0E:3E:68:AF,29/70,-81,Unifi
-31.980393,115.817182,20-09-15-15-28-26,40:CE:24:E2:E2:0F,31/70,-79,Unifi
-31.980393,115.817182,20-09-15-15-28-26,A0:CF:5B:3C:41:CF,27/70,-83,Unifi
-31.980438,115.817182,20-09-15-15-28-36,7C:21:0E:3E:6A:6F,32/70,-78,Unifi
-31.980438,115.817182,20-09-15-15-28-36,7C:21:0E:3E:68:AF,27/70,-83,Unifi
-31.980438,115.817182,20-09-15-15-28-36,40:CE:24:E2:E2:0F,32/70,-78,Unifi
-31.980438,115.817182,20-09-15-15-28-36,A0:CF:5B:3C:41:CF,27/70,-83,Unifi
-31.980438,115.817182,20-09-15-15-28-36,7C:21:0E:3E:68:A0,37/70,-73,Unifi
-31.980438,115.817182,20-09-15-15-28-36,10:BD:18:C7:27:7F,27/70,-83,Unifi
-31.980483,115.817182,20-09-15-15-28-45,7C:21:0E:3E:6A:6F,32/70,-78,Unifi
-31.980483,115.817182,20-09-15-15-28-45,7C:21:0E:3E:68:AF,27/70,-83,Unifi
-31.980483,115.817182,20-09-15-15-28-45,40:CE:24:E2:E2:0F,32/70,-78,Unifi
-31.980483,115.817182,20-09-15-15-28-45,7C:21:0E:3E:68:A0,37/70,-73,Unifi
-31.980483,115.817182,20-09-15-15-28-45,10:BD:18:C7:27:7F,27/70,-83,Unifi
-31.980483,115.817182,20-09-15-15-28-45,A0:CF:5B:3E:73:70,30/70,-80,Unifi
-31.980528,115.817182,20-09-15-15-30-05,A0:CF:5B:3C:2E:B0,36/70,-74,Unifi
-31.980528,115.817182,20-09-15-15-30-05,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980573,115.817182,20-09-15-15-30-16,A0:CF:5B:3C:2E:B0,48/70,-62,Unifi
-31.980573,115.817182,20-09-15-15-30-16,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980573,115.817182,20-09-15-15-30-16,A0:CF:5B:3C:2E:BF,34/70,-76,Unifi
-31.980573,115.817182,20-09-15-15-30-16,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980573,115.817182,20-09-15-15-30-16,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980573,115.817182,20-09-15-15-30-16,A0:CF:5B:3F:8A:6F,24/70,-86,Unifi
-31.980618,115.817182,20-09-15-15-30-24,A0:CF:5B:3C:2E:B0,48/70,-62,Unifi
-31.980618,115.817182,20-09-15-15-30-24,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980618,115.817182,20-09-15-15-30-24,A0:CF:5B:3C:2E:BF,34/70,-76,Unifi
-31.980618,115.817182,20-09-15-15-30-24,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980618,115.817182,20-09-15-15-30-24,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980618,115.817182,20-09-15-15-30-24,A0:CF:5B:3F:8A:6F,24/70,-86,Unifi
-31.980618,115.817182,20-09-15-15-30-24,A0:CF:5B:3E:73:70,37/70,-73,Unifi
-31.980618,115.817182,20-09-15-15-30-24,7C:21:0E:3E:68:A0,33/70,-77,Unifi
-31.980618,115.817182,20-09-15-15-30-24,7C:21:0E:3E:6A:CF,29/70,-81,Unifi
-31.980663,115.817182,20-09-15-15-30-34,A0:CF:5B:3C:2E:B0,34/70,-76,Unifi
-31.980663,115.817182,20-09-15-15-30-34,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980663,115.817182,20-09-15-15-30-34,A0:CF:5B:3C:2E:BF,34/70,-76,Unifi
-31.980663,115.817182,20-09-15-15-30-34,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.980663,115.817182,20-09-15-15-30-34,7C:21:0E:3E:6A:6F,33/70,-77,Unifi
-31.980663,115.817182,20-09-15-15-30-34,A0:CF:5B:3F:8A:6F,24/70,-86,Unifi
-31.980663,115.817182,20-09-15-15-30-34,A0:CF:5B:3E:73:70,37/70,-73,Unifi
-31.980663,115.817182,20-09-15-15-30-34,7C:21:0E:3E:68:A0,33/70,-77,Unifi
-31.980663,115.817182,20-09-15-15-30-34,7C:21:0E:3E:6A:CF,27/70,-83,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3C:2E:B0,44/70,-66,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3C:2E:BF,34/70,-76,Unifi
-31.980708,115.817182,20-09-15-15-30-45,7C:21:0E:3E:68:AF,28/70,-82,Unifi
-31.980708,115.817182,20-09-15-15-30-45,7C:21:0E:3E:6A:6F,28/70,-82,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3F:8A:6F,24/70,-86,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3E:73:70,31/70,-79,Unifi
-31.980708,115.817182,20-09-15-15-30-45,7C:21:0E:3E:68:A0,33/70,-77,Unifi
-31.980708,115.817182,20-09-15-15-30-45,7C:21:0E:3E:6A:CF,27/70,-83,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3F:70:F0,32/70,-78,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3E:73:7F,32/70,-78,Unifi
-31.980708,115.817182,20-09-15-15-30-45,10:BD:18:C7:27:7F,30/70,-80,Unifi
-31.980708,115.817182,20-09-15-15-30-45,A0:CF:5B:3C:35:9F,31/70,-79,Unifi
-31.980753,115.817182,20-09-15-15-30-55,A0:CF:5B:3C:2E:B0,35/70,-75,Unifi
-31.980753,115.817182,20-09-15-15-30-55,7C:21:0E:3E:68:AF,28/70,-82,Unifi
-31.980753,115.817182,20-09-15-15-30-55,7C:21:0E:3E:6A:6F,29/70,-81,Unifi
-31.980753,115.817182,20-09-15-15-30-55,A0:CF:5B:3E:73:70,31/70,-79,Unifi
-31.980753,115.817182,20-09-15-15-30-55,7C:21:0E:3E:6A:CF,27/70,-83,Unifi
-31.980753,115.817182,20-09-15-15-30-55,A0:CF:5B:3F:70:F0,32/70,-78,Unifi
-31.980753,115.817182,20-09-15-15-30-55,A0:CF:5B:3E:73:7F,27/70,-83,Unifi
-31.980753,115.817182,20-09-15-15-30-55,10:BD:18:C7:27:7F,28/70,-82,Unifi
-31.980753,115.817182,20-09-15-15-30-55,A0:CF:5B:3C:35:9F,31/70,-79,Unifi
-31.980753,115.817182,20-09-15-15-30-55,10:BD:18:C6:D6:7F,26/70,-84,Unifi
-31.980798,115.817182,20-09-15-15-32-38,10:BD:18:C6:D6:70,29/70,-81,Unifi
-31.980798,115.817182,20-09-15-15-32-38,A0:CF:5B:3E:18:7F,36/70,-74,Unifi
-31.980798,115.817182,20-09-15-15-32-38,10:BD:18:C7:27:7F,27/70,-83,Unifi
-31.980798,115.817182,20-09-15-15-32-38,A0:CF:5B:3C:35:9F,33/70,-77,Unifi
-31.980798,115.817182,20-09-15-15-32-38,10:BD:18:C6:D6:7F,26/70,-84,Unifi
-31.980798,115.817182,20-09-15-15-32-38,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980843,115.817182,20-09-15-15-32-46,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980843,115.817182,20-09-15-15-32-46,10:BD:18:C7:27:7F,26/70,-84,Unifi
-31.980843,115.817182,20-09-15-15-32-46,A0:CF:5B:3C:35:9F,33/70,-77,Unifi
-31.980843,115.817182,20-09-15-15-32-46,10:BD:18:C6:D6:7F,26/70,-84,Unifi
-31.980843,115.817182,20-09-15-15-32-46,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980843,115.817182,20-09-15-15-32-46,A0:CF:5B:3E:18:70,30/70,-80,Unifi
-31.980888,115.817182,20-09-15-15-32-55,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980888,115.817182,20-09-15-15-32-55,10:BD:18:C7:27:7F,26/70,-84,Unifi
-31.980888,115.817182,20-09-15-15-32-55,A0:CF:5B:3C:35:9F,46/70,-64,Unifi
-31.980888,115.817182,20-09-15-15-32-55,10:BD:18:C6:D6:7F,25/70,-85,Unifi
-31.980888,115.817182,20-09-15-15-32-55,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980888,115.817182,20-09-15-15-32-55,A0:CF:5B:3E:18:70,39/70,-71,Unifi
-31.980888,115.817182,20-09-15-15-32-55,10:BD:18:5E:A6:E0,46/70,-64,Unifi
-31.980888,115.817182,20-09-15-15-32-55,A0:CF:5B:3C:35:90,49/70,-61,Unifi
-31.980888,115.817182,20-09-15-15-32-55,A0:CF:5B:3F:8B:DF,30/70,-80,Unifi
-31.980888,115.817182,20-09-15-15-32-55,10:BD:18:F1:01:2F,37/70,-73,Unifi
-31.980888,115.817182,20-09-15-15-32-55,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980933,115.817182,20-09-15-15-33-04,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980933,115.817182,20-09-15-15-33-04,10:BD:18:C7:27:7F,24/70,-86,Unifi
-31.980933,115.817182,20-09-15-15-33-04,A0:CF:5B:3C:35:9F,50/70,-60,Unifi
-31.980933,115.817182,20-09-15-15-33-04,10:BD:18:C6:D6:7F,25/70,-85,Unifi
-31.980933,115.817182,20-09-15-15-33-04,7C:21:0E:3E:68:AF,24/70,-86,Unifi
-31.980933,115.817182,20-09-15-15-33-04,A0:CF:5B:3E:18:70,39/70,-71,Unifi
-31.980933,115.817182,20-09-15-15-33-04,10:BD:18:5E:A6:E0,46/70,-64,Unifi
-31.980933,115.817182,20-09-15-15-33-04,A0:CF:5B:3C:35:90,37/70,-73,Unifi
-31.980933,115.817182,20-09-15-15-33-04,A0:CF:5B:3F:8B:DF,24/70,-86,Unifi
-31.980933,115.817182,20-09-15-15-33-04,10:BD:18:F1:01:2F,37/70,-73,Unifi
-31.980933,115.817182,20-09-15-15-33-04,7C:21:0E:3E:6A:6F,35/70,-75,Unifi
-31.980933,115.817182,20-09-15-15-33-04,10:BD:18:C7:27:70,29/70,-81,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3E:18:7F,33/70,-77,Unifi
-31.980978,115.817182,20-09-15-15-33-13,10:BD:18:C7:27:7F,26/70,-84,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3C:35:9F,45/70,-65,Unifi
-31.980978,115.817182,20-09-15-15-33-13,10:BD:18:C6:D6:7F,25/70,-85,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3E:18:70,39/70,-71,Unifi
-31.980978,115.817182,20-09-15-15-33-13,10:BD:18:5E:A6:E0,47/70,-63,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3C:35:90,37/70,-73,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3F:8B:DF,24/70,-86,Unifi
-31.980978,115.817182,20-09-15-15-33-13,10:BD:18:F1:01:2F,37/70,-73,Unifi
-31.980978,115.817182,20-09-15-15-33-13,7C:21:0E:3E:6A:6F,38/70,-72,Unifi
-31.980978,115.817182,20-09-15-15-33-13,10:BD:18:C7:27:70,29/70,-81,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3F:8B:D0,29/70,-81,Unifi
-31.980978,115.817182,20-09-15-15-33-13,A0:CF:5B:3E:26:F0,36/70,-74,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:C7:27:7F,26/70,-84,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3C:35:9F,38/70,-72,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:C6:D6:7F,25/70,-85,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3E:18:70,39/70,-71,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:5E:A6:E0,36/70,-74,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3C:35:90,29/70,-81,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3F:8B:DF,24/70,-86,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:F1:01:2F,37/70,-73,Unifi
-31.981023,115.817182,20-09-15-15-33-21,7C:21:0E:3E:6A:6F,34/70,-76,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:C7:27:70,29/70,-81,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3F:8B:D0,29/70,-81,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3E:26:F0,51/70,-59,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:5E:A6:EF,33/70,-77,Unifi
-31.981023,115.817182,20-09-15-15-33-21,A0:CF:5B:3E:26:FF,36/70,-74,Unifi
-31.981023,115.817182,20-09-15-15-33-21,10:BD:18:C6:E9:9F,38/70,-72,Unifi
-31.981023,115.817182,20-09-15-15-33-21,7C:21:0E:3E:68:AF,25/70,-85,Unifi
-31.981068,115.817182,20-09-15-15-34-09,10:BD:18:C7:27:7F,25/70,-85,Unifi
-31.981068,115.817182,20-09-15-15-34-09,A0:CF:5B:3C:35:9F,34/70,-76,Unifi
-31.981068,115.817182,20-09-15-15-34-09,10:BD:18:5E:A6:E0,37/70,-73,Unifi
-31.981068,115.817182,20-09-15-15-34-09,A0:CF:5B:3C:35:90,35/70,-75,Unifi
-31.981068,115.817182,20-09-15-15-34-09,10:BD:18:5E:A6:EF,29/70,-81,Unifi
-31.981068,115.817182,20-09-15-15-34-09,A0:CF:5B:3C:2E:B0,28/70,-82,Unifi
-31.981068,115.817182,20-09-15-15-34-09,A0:CF:5B:3E:18:7F,27/70,-83,Unifi
-31.981113,115.817182,20-09-15-15-34-19,10:BD:18:C7:27:7F,25/70,-85,Unifi
-31.981113,115.817182,20-09-15-15-34-19,A0:CF:5B:3C:35:9F,34/70,-76,Unifi
-31.981113,115.817182,20-09-15-15-34-19,10:BD:18:5E:A6:E0,37/70,-73,Unifi
-31.981113,115.817182,20-09-15-15-34-19,A0:CF:5B:3C:35:90,35/70,-75,Unifi
