20-09-15-15-34-42,A0:CF:5B:3C:35:9F,25/70,-85,Unifi
20-09-15-15-34-42,10:BD:18:F0:C9:50,35/70,-75,Unifi
20-09-15-15-34-42,A0:CF:5B:3E:26:F0,28/70,-82,Unifi
20-09-15-15-34-42,A0:CF:5B:3E:26:FF,33/70,-77,Unifi
20-09-15-15-34-42,A0:CF:5B:3F:82:EF,28/70,-82,Unifi
20-09-15-15-34-42,10:BD:18:C6:E9:9F,37/70,-73,Unifi
20-09-15-15-34-42,7C:21:0E:3E:6A:6F,29/70,-81,Unifi
20-09-15-15-34-42,10:BD:18:C6:E9:90,37/70,-73,Unifi
20-09-15-15-34-42,A0:CF:5B:3E:1B:30,24/70,-86,Unifi
20-09-15-15-34-42,10:BD:18:F0:C9:5F,25/70,-85,Unifi
